timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1605980289111,220,home,200,OK,Thread Group 1-1,text,true,,315379,8534,1,1,http://localhost/llb/,12,0,1
1605980289111,12,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,12,0,1
1605980289124,2,home-1,200,OK,Thread Group 1-1,text,true,,5350,390,1,1,http://localhost/llb/Content/Auto/Global.css,2,0,0
1605980289125,206,home-2,200,OK,Thread Group 1-1,text,true,,8803,407,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",201,0,145
1605980289125,2,home-3,200,OK,Thread Group 1-1,text,true,,25637,404,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,2,0,1
1605980289125,2,home-4,200,OK,Thread Group 1-1,bin,true,,3930,401,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,2,0,1
1605980289125,4,home-5,200,OK,Thread Group 1-1,text,true,,6324,410,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,4,0,1
1605980289125,2,home-6,200,OK,Thread Group 1-1,text,true,,2888,418,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,2,0,1
1605980289128,2,home-7,200,OK,Thread Group 1-1,text,true,,1420,380,1,1,http://localhost/llb/en-us.res.axd,2,0,1
1605980289129,2,home-8,200,OK,Thread Group 1-1,text,true,,92939,402,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,2,0,0
1605980289128,2,home-9,200,OK,Thread Group 1-1,text,true,,2534,399,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,2,0,0
1605980289128,2,home-10,200,OK,Thread Group 1-1,text,true,,10011,403,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,2,0,0
1605980289129,2,home-11,200,OK,Thread Group 1-1,text,true,,3070,395,1,1,http://localhost/llb/Scripts/Auto/05-json2.min.js,2,0,0
1605980289130,2,home-12,200,OK,Thread Group 1-1,text,true,,24755,387,1,1,http://localhost/llb/Scripts/Auto/blog.js,1,0,0
1605980289130,3,home-13,200,OK,Thread Group 1-1,text,true,,30407,411,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/XRegExp.js,3,0,0
1605980289130,2,home-14,200,OK,Thread Group 1-1,text,true,,44439,410,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shCore.js,2,0,0
1605980289131,2,home-15,200,OK,Thread Group 1-1,text,true,,2731,416,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shAutoloader.js,2,0,0
1605980289131,2,home-16,200,OK,Thread Group 1-1,text,true,,2141,407,1,1,http://localhost/llb/scripts/syntaxhighlighter/shActivator.js,2,0,0
1605980289132,1,home-17,200,OK,Thread Group 1-1,text,true,,23342,477,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,1,0,0
1605980289132,2,home-18,200,OK,Thread Group 1-1,bin,true,,840,400,1,1,http://localhost/llb/Content/images/blog/rssButton.png,2,0,0
1605980289133,97,home-19,200,OK,Thread Group 1-1,bin,true,,1475,425,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,97,0,50
1605980289133,98,home-20,200,OK,Thread Group 1-1,bin,true,,2127,425,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,97,0,53
1605980289348,112,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,23,0,0
1605980289348,24,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,23,0,0
1605980289375,4,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980289375,60,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",56,0,0
1605980289375,3,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980289375,4,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980289375,4,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980289375,4,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980289379,4,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,0
1605980289379,3,home-8,304,Not Modified,Thread Group 1-1,,true,,206,488,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1605980289379,3,home-9,304,Not Modified,Thread Group 1-1,,true,,206,485,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,0,0,0
1605980289379,4,home-10,304,Not Modified,Thread Group 1-1,,true,,206,489,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1605980289381,3,home-11,304,Not Modified,Thread Group 1-1,,true,,206,481,1,1,http://localhost/llb/Scripts/Auto/05-json2.min.js,0,0,0
1605980289383,3,home-12,304,Not Modified,Thread Group 1-1,,true,,206,473,1,1,http://localhost/llb/Scripts/Auto/blog.js,0,0,0
1605980289383,3,home-13,304,Not Modified,Thread Group 1-1,,true,,206,497,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1605980289383,3,home-14,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1605980289384,3,home-15,304,Not Modified,Thread Group 1-1,,true,,206,502,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1605980289385,3,home-16,304,Not Modified,Thread Group 1-1,,true,,205,492,1,1,http://localhost/llb/scripts/syntaxhighlighter/shActivator.js,0,0,0
1605980289386,3,home-17,304,Not Modified,Thread Group 1-1,,true,,226,527,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,0,0,0
1605980289386,4,home-18,304,Not Modified,Thread Group 1-1,,true,,206,486,1,1,http://localhost/llb/Content/images/blog/rssButton.png,0,0,2
1605980289386,36,home-19,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,0
1605980289387,73,home-20,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,0,0,39
1605980289483,99,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,17,0,0
1605980289483,17,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,17,0,0
1605980289503,3,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980289503,61,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",54,0,0
1605980289503,3,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980289503,3,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980289503,3,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980289503,3,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980289506,2,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,0
1605980289506,2,home-8,304,Not Modified,Thread Group 1-1,,true,,206,488,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1605980289506,3,home-9,304,Not Modified,Thread Group 1-1,,true,,206,485,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,0,0,0
1605980289506,2,home-10,304,Not Modified,Thread Group 1-1,,true,,206,489,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1605980289506,3,home-11,304,Not Modified,Thread Group 1-1,,true,,206,481,1,1,http://localhost/llb/Scripts/Auto/05-json2.min.js,0,0,0
1605980289509,3,home-12,304,Not Modified,Thread Group 1-1,,true,,206,473,1,1,http://localhost/llb/Scripts/Auto/blog.js,0,0,0
1605980289509,4,home-13,304,Not Modified,Thread Group 1-1,,true,,206,497,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1605980289509,2,home-14,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1605980289510,3,home-15,304,Not Modified,Thread Group 1-1,,true,,206,502,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1605980289510,2,home-16,304,Not Modified,Thread Group 1-1,,true,,205,492,1,1,http://localhost/llb/scripts/syntaxhighlighter/shActivator.js,0,0,0
1605980289512,2,home-17,304,Not Modified,Thread Group 1-1,,true,,226,527,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,0,0,0
1605980289513,2,home-18,304,Not Modified,Thread Group 1-1,,true,,206,486,1,1,http://localhost/llb/Content/images/blog/rssButton.png,0,0,0
1605980289513,69,home-19,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,36
1605980289513,36,home-20,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,0,0,0
1605980289602,104,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,17,0,0
1605980289602,17,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,17,0,0
1605980289623,3,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980289623,58,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",53,0,0
1605980289623,3,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980289623,3,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980289623,3,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980289623,3,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980289626,3,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,0
1605980289626,3,home-8,304,Not Modified,Thread Group 1-1,,true,,206,488,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1605980289626,4,home-9,304,Not Modified,Thread Group 1-1,,true,,206,485,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,0,0,0
1605980289626,5,home-10,304,Not Modified,Thread Group 1-1,,true,,206,489,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1605980289626,3,home-11,304,Not Modified,Thread Group 1-1,,true,,206,481,1,1,http://localhost/llb/Scripts/Auto/05-json2.min.js,0,0,0
1605980289629,3,home-12,304,Not Modified,Thread Group 1-1,,true,,206,473,1,1,http://localhost/llb/Scripts/Auto/blog.js,0,0,0
1605980289629,4,home-13,304,Not Modified,Thread Group 1-1,,true,,206,497,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1605980289629,4,home-14,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1605980289630,4,home-15,304,Not Modified,Thread Group 1-1,,true,,206,502,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1605980289632,3,home-16,304,Not Modified,Thread Group 1-1,,true,,205,492,1,1,http://localhost/llb/scripts/syntaxhighlighter/shActivator.js,0,0,0
1605980289632,3,home-17,304,Not Modified,Thread Group 1-1,,true,,226,527,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,0,0,0
1605980289633,2,home-18,304,Not Modified,Thread Group 1-1,,true,,206,486,1,1,http://localhost/llb/Content/images/blog/rssButton.png,0,0,0
1605980289633,73,home-19,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,38
1605980289635,36,home-20,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,0,0,0
1605980289726,82,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,23,0,0
1605980289726,23,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,23,0,0
1605980289753,2,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980289753,55,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",50,0,0
1605980289753,2,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980289753,4,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980289753,2,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980289753,2,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980289755,7,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,0
1605980289756,2,home-8,304,Not Modified,Thread Group 1-1,,true,,206,488,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1605980289755,3,home-9,304,Not Modified,Thread Group 1-1,,true,,206,485,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,0,0,0
