timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1605980159774,263,home,200,OK,Thread Group 1-1,text,true,,315379,8534,1,1,http://localhost/llb/,43,0,3
1605980159774,43,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,43,0,3
1605980159820,9,home-1,200,OK,Thread Group 1-1,text,true,,5350,390,1,1,http://localhost/llb/Content/Auto/Global.css,9,0,0
1605980159823,214,home-2,200,OK,Thread Group 1-1,text,true,,8803,407,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",213,0,159
1605980159825,9,home-3,200,OK,Thread Group 1-1,text,true,,25637,404,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,9,0,2
1605980159825,23,home-4,200,OK,Thread Group 1-1,bin,true,,3930,401,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,23,0,2
1605980159825,10,home-5,200,OK,Thread Group 1-1,text,true,,6324,410,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,10,0,2
1605980159825,9,home-6,200,OK,Thread Group 1-1,text,true,,2888,418,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,9,0,3
1605980159840,5,home-7,200,OK,Thread Group 1-1,text,true,,1420,380,1,1,http://localhost/llb/en-us.res.axd,5,0,0
1605980159836,10,home-8,200,OK,Thread Group 1-1,text,true,,92939,402,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,10,0,0
1605980159841,16,home-9,200,OK,Thread Group 1-1,text,true,,2534,399,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,16,0,0
1605980159841,12,home-10,200,OK,Thread Group 1-1,text,true,,10011,403,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,12,0,0
1605980159846,21,home-11,200,OK,Thread Group 1-1,text,true,,3070,395,1,1,http://localhost/llb/Scripts/Auto/05-json2.min.js,21,0,0
1605980159847,7,home-12,200,OK,Thread Group 1-1,text,true,,24755,387,1,1,http://localhost/llb/Scripts/Auto/blog.js,6,0,0
1605980159848,15,home-13,200,OK,Thread Group 1-1,text,true,,30407,411,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/XRegExp.js,15,0,0
1605980159854,13,home-14,200,OK,Thread Group 1-1,text,true,,44439,410,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shCore.js,13,0,0
1605980159854,9,home-15,200,OK,Thread Group 1-1,text,true,,2731,416,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shAutoloader.js,9,0,0
1605980159858,10,home-16,200,OK,Thread Group 1-1,text,true,,2141,407,1,1,http://localhost/llb/scripts/syntaxhighlighter/shActivator.js,10,0,0
1605980159863,57,home-17,200,OK,Thread Group 1-1,text,true,,23342,477,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,57,0,0
1605980159863,9,home-18,200,OK,Thread Group 1-1,bin,true,,840,400,1,1,http://localhost/llb/Content/images/blog/rssButton.png,9,0,0
1605980159868,69,home-19,200,OK,Thread Group 1-1,bin,true,,1475,425,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,69,0,34
1605980159869,84,home-20,200,OK,Thread Group 1-1,bin,true,,2127,425,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,84,0,39
1605980160068,91,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,12,0,0
1605980160068,12,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,12,0,0
1605980160083,3,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980160083,61,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",55,0,0
1605980160083,2,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980160083,3,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980160083,2,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980160083,4,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980160085,2,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,0
1605980160086,2,home-8,304,Not Modified,Thread Group 1-1,,true,,206,488,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1605980160086,2,home-9,304,Not Modified,Thread Group 1-1,,true,,206,485,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,0,0,0
1605980160086,3,home-10,304,Not Modified,Thread Group 1-1,,true,,206,489,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1605980160087,2,home-11,304,Not Modified,Thread Group 1-1,,true,,206,481,1,1,http://localhost/llb/Scripts/Auto/05-json2.min.js,0,0,0
1605980160087,2,home-12,304,Not Modified,Thread Group 1-1,,true,,206,473,1,1,http://localhost/llb/Scripts/Auto/blog.js,0,0,0
1605980160088,2,home-13,304,Not Modified,Thread Group 1-1,,true,,206,497,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1605980160088,2,home-14,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1605980160089,2,home-15,304,Not Modified,Thread Group 1-1,,true,,206,502,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1605980160089,2,home-16,304,Not Modified,Thread Group 1-1,,true,,205,492,1,1,http://localhost/llb/scripts/syntaxhighlighter/shActivator.js,0,0,0
1605980160090,3,home-17,304,Not Modified,Thread Group 1-1,,true,,226,527,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,0,0,0
1605980160090,3,home-18,304,Not Modified,Thread Group 1-1,,true,,206,486,1,1,http://localhost/llb/Content/images/blog/rssButton.png,0,0,0
1605980160090,69,home-19,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,37
1605980160091,36,home-20,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,0,0,0
1605980160183,99,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,11,0,0
1605980160183,12,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,11,0,0
1605980160197,2,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980160197,59,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",55,0,0
1605980160197,2,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980160197,2,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980160197,4,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980160197,2,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980160199,3,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,0
1605980160199,1,home-8,304,Not Modified,Thread Group 1-1,,true,,206,488,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1605980160199,4,home-9,304,Not Modified,Thread Group 1-1,,true,,206,485,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,0,0,0
1605980160199,2,home-10,304,Not Modified,Thread Group 1-1,,true,,206,489,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1605980160201,2,home-11,304,Not Modified,Thread Group 1-1,,true,,206,481,1,1,http://localhost/llb/Scripts/Auto/05-json2.min.js,0,0,0
1605980160201,2,home-12,304,Not Modified,Thread Group 1-1,,true,,206,473,1,1,http://localhost/llb/Scripts/Auto/blog.js,0,0,0
1605980160201,3,home-13,304,Not Modified,Thread Group 1-1,,true,,206,497,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1605980160202,2,home-14,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1605980160203,1,home-15,304,Not Modified,Thread Group 1-1,,true,,206,502,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1605980160203,6,home-16,304,Not Modified,Thread Group 1-1,,true,,205,492,1,1,http://localhost/llb/scripts/syntaxhighlighter/shActivator.js,0,0,0
1605980160203,7,home-17,304,Not Modified,Thread Group 1-1,,true,,226,527,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,0,0,0
1605980160204,7,home-18,304,Not Modified,Thread Group 1-1,,true,,206,486,1,1,http://localhost/llb/Content/images/blog/rssButton.png,0,0,2
1605980160204,78,home-19,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,35
1605980160204,36,home-20,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,0,0,0
1605980160299,69,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,7,0,0
1605980160299,7,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,7,0,0
1605980160308,3,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980160308,60,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",58,0,0
1605980160308,1,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980160308,1,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980160308,1,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980160308,2,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980160310,3,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,1
1605980160310,2,home-8,304,Not Modified,Thread Group 1-1,,true,,206,488,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1605980160310,1,home-9,304,Not Modified,Thread Group 1-1,,true,,206,485,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,0,0,0
1605980160310,2,home-10,304,Not Modified,Thread Group 1-1,,true,,206,489,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1605980160311,1,home-11,304,Not Modified,Thread Group 1-1,,true,,206,481,1,1,http://localhost/llb/Scripts/Auto/05-json2.min.js,0,0,0
1605980160311,2,home-12,304,Not Modified,Thread Group 1-1,,true,,206,473,1,1,http://localhost/llb/Scripts/Auto/blog.js,0,0,0
1605980160312,1,home-13,304,Not Modified,Thread Group 1-1,,true,,206,497,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1605980160312,1,home-14,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1605980160312,2,home-15,304,Not Modified,Thread Group 1-1,,true,,206,502,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1605980160313,1,home-16,304,Not Modified,Thread Group 1-1,,true,,205,492,1,1,http://localhost/llb/scripts/syntaxhighlighter/shActivator.js,0,0,0
1605980160313,2,home-17,304,Not Modified,Thread Group 1-1,,true,,226,527,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,0,0,0
1605980160313,1,home-18,304,Not Modified,Thread Group 1-1,,true,,206,486,1,1,http://localhost/llb/Content/images/blog/rssButton.png,0,0,0
1605980160314,38,home-19,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,0
1605980160315,37,home-20,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,0,0,0
1605980160391,91,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,8,0,0
1605980160391,8,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,8,0,0
1605980160401,1,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980160401,59,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",54,0,0
1605980160401,1,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980160401,1,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980160401,2,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980160401,2,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980160402,1,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,0
1605980160402,2,home-8,304,Not Modified,Thread Group 1-1,,true,,206,488,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1605980160402,1,home-9,304,Not Modified,Thread Group 1-1,,true,,206,485,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,0,0,0
1605980160403,2,home-10,304,Not Modified,Thread Group 1-1,,true,,206,489,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1605980160403,1,home-11,304,Not Modified,Thread Group 1-1,,true,,206,481,1,1,http://localhost/llb/Scripts/Auto/05-json2.min.js,0,0,0
1605980160403,2,home-12,304,Not Modified,Thread Group 1-1,,true,,206,473,1,1,http://localhost/llb/Scripts/Auto/blog.js,0,0,0
1605980160403,2,home-13,304,Not Modified,Thread Group 1-1,,true,,206,497,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1605980160404,1,home-14,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1605980160404,2,home-15,304,Not Modified,Thread Group 1-1,,true,,206,502,1,1,http://localhost/llb/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1605980160405,1,home-16,304,Not Modified,Thread Group 1-1,,true,,205,492,1,1,http://localhost/llb/scripts/syntaxhighlighter/shActivator.js,0,0,0
1605980160405,2,home-17,304,Not Modified,Thread Group 1-1,,true,,226,527,1,1,http://localhost/llb/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,0,0,0
1605980160405,2,home-18,304,Not Modified,Thread Group 1-1,,true,,206,486,1,1,http://localhost/llb/Content/images/blog/rssButton.png,0,0,0
1605980160405,37,home-19,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,0
1605980160406,76,home-20,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/7d4c5e457ffa85de773ab9483bf20bee.jpg?d=identicon,0,0,36
1605980160505,73,home,200,OK,Thread Group 1-1,text,true,,33342,10053,1,1,http://localhost/llb/,12,0,0
1605980160505,12,home-0,200,OK,Thread Group 1-1,text,true,,20216,367,1,1,http://localhost/llb/,12,0,0
1605980160518,3,home-1,304,Not Modified,Thread Group 1-1,,true,,206,476,1,1,http://localhost/llb/Content/Auto/Global.css,0,0,0
1605980160519,59,home-2,200,OK,Thread Group 1-1,text,true,,8803,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",53,0,0
1605980160518,2,home-3,304,Not Modified,Thread Group 1-1,,true,,206,490,1,1,http://localhost/llb/Custom/Themes/Standard/css/styles.css,0,0,0
1605980160519,3,home-4,304,Not Modified,Thread Group 1-1,,true,,206,487,1,1,http://localhost/llb/Content/images/blog/blogengine.ico,0,0,0
1605980160518,5,home-5,304,Not Modified,Thread Group 1-1,,true,,206,496,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1605980160518,2,home-6,304,Not Modified,Thread Group 1-1,,true,,206,504,1,1,http://localhost/llb/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1605980160520,5,home-7,304,Not Modified,Thread Group 1-1,,true,,258,410,1,1,http://localhost/llb/en-us.res.axd,0,0,0
1605980160520,7,home-8,304,Not Modified,Thread Group 1-1,,true,,206,488,1,1,http://localhost/llb/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1605980160521,2,home-9,304,Not Modified,Thread Group 1-1,,true,,206,485,1,1,http://localhost/llb/Scripts/Auto/02-jquery.cookie.js,0,0,0
1605980160523,1,home-10,304,Not Modified,Thread Group 1-1,,true,,206,489,1,1,http://localhost/llb/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
